case_id,cluster,duration_days,outcome,loan_goal,app_type,requested_amount
Application_1568847798,2,34.6340565625,Cancelled,Car,Limit raise,10000.0
Application_1568861006,1,34.98552893518519,Pending,Home improvement,New credit,8500.0
Application_1568889114,1,15.271182083333333,Pending,Home improvement,New credit,25000.0
Application_1568951817,1,28.46375784722222,Pending,Car,New credit,5000.0
Application_156903327,1,8.84110511574074,Pending,Car,New credit,7500.0
Application_1569131660,1,8.633070671296297,Pending,Car,New credit,10000.0
Application_1569156673,2,6.156371793981482,Cancelled,Remaining debt home,New credit,55650.0
Application_1569220812,1,5.051088136574074,Pending,"Other, see explanation",New credit,25000.0
Application_1569414871,2,30.737652418981483,Cancelled,Car,New credit,5500.0
Application_1569475999,1,12.78205616898148,Pending,Home improvement,New credit,7000.0
Application_1569534118,1,25.539687118055557,Pending,Car,New credit,30000.0
Application_1569654923,1,7.134078981481482,Pending,Home improvement,Limit raise,25000.0
Application_1569683122,2,30.828667662037038,Cancelled,Unknown,New credit,55000.0
Application_1569687495,1,23.707699988425926,Pending,"Other, see explanation",New credit,20000.0
Application_1569845993,0,12.886214965277778,Denied,Unknown,New credit,0.0
Application_1569868939,2,30.714535798611113,Cancelled,Car,New credit,13000.0
Application_1570000108,1,23.694359502314814,Pending,Existing loan takeover,New credit,55500.0
Application_1570040276,1,11.49811601851852,Pending,Car,New credit,10000.0
Application_1570042343,1,12.027112777777777,Pending,Home improvement,New credit,5500.0
Application_1570046633,2,1.722292523148148,Cancelled,Existing loan takeover,New credit,5250.0
Application_1570059554,1,12.053474618055557,Pending,Home improvement,New credit,36000.0
Application_1570092273,1,12.502156388888888,Pending,Car,New credit,15000.0
Application_1570123628,1,11.73126818287037,Pending,Extra spending limit,New credit,5000.0
Application_1570134383,1,9.890583368055555,Pending,Car,Limit raise,15000.0
Application_1570231344,1,23.805119016203705,Pending,Car,New credit,5500.0
Application_1570311961,1,25.635526886574073,Pending,Car,New credit,5000.0
Application_1570331344,2,35.94148734953704,Cancelled,Car,New credit,8000.0
Application_1570336466,2,26.871866261574077,Cancelled,Car,Limit raise,10000.0
Application_1570349021,2,30.540875,Cancelled,Car,New credit,18750.0
Application_1570888287,1,43.86694909722222,Pending,Existing loan takeover,New credit,55000.0
Application_1570992111,1,16.857155891203703,Pending,Home improvement,New credit,15000.0
Application_157101926,2,45.278574432870364,Cancelled,Existing loan takeover,New credit,30000.0
Application_1571036798,1,11.179670300925926,Pending,"Other, see explanation",New credit,10000.0
Application_1571103508,1,19.179887905092592,Pending,Home improvement,New credit,7000.0
Application_1571105295,2,30.922166296296297,Cancelled,Unknown,New credit,5000.0
Application_157112322,1,11.800465902777777,Pending,Existing loan takeover,New credit,5000.0
Application_1571228698,1,9.700251689814815,Pending,Home improvement,New credit,20000.0
Application_1571287273,1,24.124473796296297,Pending,Caravan / Camper,New credit,12500.0
Application_1571300931,1,9.136334108796296,Pending,Boat,New credit,15000.0
Application_1571383880,0,8.88103193287037,Denied,Existing loan takeover,Limit raise,11500.0
Application_1571452825,1,7.94694107638889,Pending,Car,New credit,14000.0
Application_1571475247,0,7.639253993055556,Denied,Car,New credit,5000.0
Application_1571539418,1,15.815902962962964,Pending,Car,New credit,45000.0
Application_157155173,1,132.73085091435183,Pending,Remaining debt home,New credit,16500.0
Application_1571551830,0,7.038139895833334,Denied,Home improvement,New credit,5000.0
Application_1571626886,1,18.920013530092593,Pending,Unknown,New credit,0.0
Application_1571648146,1,9.909001307870371,Pending,Existing loan takeover,New credit,12500.0
Application_1571678266,1,18.71377619212963,Pending,Home improvement,New credit,10000.0
Application_1571707441,1,6.6850459027777775,Pending,Existing loan takeover,New credit,30000.0
Application_1571876685,2,32.705732974537035,Cancelled,Home improvement,Limit raise,15000.0
Application_1571882566,0,28.030667407407407,Denied,Caravan / Camper,New credit,22500.0
Application_1571926896,1,49.64712599537037,Pending,Not speficied,New credit,5000.0
Application_1571949695,2,31.562292025462963,Cancelled,Remaining debt home,New credit,40000.0
Application_1571967882,1,31.08694715277778,Pending,Unknown,New credit,0.0
Application_157197335,2,36.79631361111111,Cancelled,Home improvement,New credit,5000.0
Application_157200774,1,38.928723761574076,Pending,Home improvement,New credit,7500.0
Application_1572053346,1,15.046978344907407,Pending,Unknown,Limit raise,0.0
Application_1572073029,1,16.71932857638889,Pending,Car,New credit,5000.0
Application_1572099344,2,30.56201002314815,Cancelled,"Other, see explanation",Limit raise,16000.0
Application_1572142806,2,31.698653564814816,Cancelled,Tax payments,Limit raise,27500.0
Application_1572207328,1,23.308965069444444,Pending,Existing loan takeover,New credit,23500.0
Application_1572290589,1,9.171043796296296,Pending,Car,Limit raise,23750.0
Application_157231053,1,30.883294641203705,Pending,Home improvement,New credit,150000.0
Application_1572358495,1,6.012939826388889,Pending,Car,Limit raise,10000.0
Application_1572396676,1,9.997796226851852,Pending,Car,New credit,6000.0
Application_1572640461,1,8.007780069444443,Pending,Home improvement,New credit,15000.0
Application_1572708761,1,10.857774363425925,Pending,Home improvement,New credit,25000.0
Application_1572784952,1,9.180415636574073,Pending,Unknown,New credit,0.0
Application_1572847379,1,11.05617730324074,Pending,Unknown,Limit raise,0.0
Application_1573007731,1,26.857045219907405,Pending,Car,New credit,12500.0
Application_157322660,0,13.929483842592594,Denied,Unknown,New credit,0.0
Application_1573412748,1,8.865494780092591,Pending,Home improvement,Limit raise,15000.0
Application_1573414954,2,32.37752894675926,Cancelled,Boat,New credit,6000.0
Application_1573472930,1,48.230035810185186,Pending,"Other, see explanation",New credit,11500.0
Application_1573627848,1,12.987725486111112,Pending,Home improvement,New credit,10000.0
Application_1573659532,1,18.936875983796295,Pending,Remaining debt home,New credit,22000.0
Application_1573701770,1,5.110892175925926,Pending,Unknown,New credit,0.0
Application_157370945,1,12.856635810185185,Pending,Home improvement,New credit,15000.0
Application_1573799824,1,13.412390023148147,Pending,Existing loan takeover,New credit,35000.0
Application_1573870055,1,13.95720650462963,Cancelled,Car,New credit,15000.0
Application_1573876833,1,17.074289282407406,Pending,Existing loan takeover,New credit,0.0
Application_1573931639,1,20.691221608796297,Pending,Home improvement,New credit,5000.0
Application_1573951177,2,31.50408271990741,Cancelled,Car,New credit,10000.0
Application_1574012698,2,48.85902206018518,Cancelled,Existing loan takeover,New credit,8500.0
Application_1574079518,0,9.703668831018518,Denied,Existing loan takeover,New credit,48500.0
Application_1574152600,1,21.875457453703703,Pending,Existing loan takeover,New credit,15000.0
Application_1574196921,1,17.725295590277778,Pending,Extra spending limit,New credit,5000.0
Application_1574254398,1,19.03998765046296,Pending,Unknown,New credit,0.0
Application_1574312656,2,30.092388020833337,Cancelled,"Other, see explanation",New credit,25000.0
Application_1574359134,1,14.230037349537037,Pending,Car,New credit,6000.0
Application_1574426357,2,30.559335891203702,Cancelled,"Other, see explanation",New credit,12000.0
Application_1574427605,1,48.047633715277776,Cancelled,Remaining debt home,New credit,45000.0
Application_1574465284,2,0.010308333333333333,Cancelled,Car,New credit,5000.0
Application_1574492793,2,37.58521983796296,Cancelled,Existing loan takeover,New credit,5000.0
Application_1574526252,0,12.748931689814816,Denied,Car,New credit,7000.0
Application_1574666956,2,54.33347337962962,Cancelled,Car,New credit,15000.0
Application_1574871736,2,38.38708716435185,Cancelled,Existing loan takeover,New credit,39000.0
Application_1574960885,1,9.955543425925926,Pending,Remaining debt home,New credit,5000.0
Application_1574985137,2,31.82795273148148,Cancelled,Car,New credit,10000.0
Application_1575096564,2,34.49300061342593,Cancelled,Car,New credit,5000.0
Application_1575122096,1,13.58681619212963,Pending,Home improvement,New credit,5000.0
Application_1575177058,1,3.808414571759259,Pending,Existing loan takeover,New credit,15000.0
Application_1575340154,1,16.141994722222222,Pending,Extra spending limit,Limit raise,15000.0
Application_1575367704,2,31.412542777777777,Cancelled,Not speficied,New credit,13000.0
Application_1575419762,1,15.036998831018519,Pending,"Other, see explanation",New credit,6000.0
Application_1575426961,0,19.786938530092595,Denied,Car,New credit,5000.0
Application_1575429255,1,5.051193773148148,Pending,Unknown,New credit,0.0
Application_1575444304,1,18.636806458333332,Pending,Existing loan takeover,New credit,25000.0
Application_1575484054,2,33.59634592592593,Cancelled,Home improvement,New credit,60000.0
Application_1575570277,0,1.008706863425926,Denied,Home improvement,New credit,20000.0
Application_1575691668,1,17.42877340277778,Pending,Home improvement,New credit,15000.0
Application_1575735019,1,28.82039548611111,Pending,Existing loan takeover,New credit,5000.0
Application_1575815132,1,25.747980324074074,Pending,Car,New credit,10000.0
Application_1575897956,2,30.846379861111114,Cancelled,Unknown,New credit,0.0
Application_1575935451,1,7.969223842592592,Pending,Car,New credit,10000.0
Application_1575947868,2,33.592676250000004,Cancelled,Home improvement,New credit,7000.0
Application_1576040509,1,25.86196627314815,Pending,Home improvement,New credit,10000.0
Application_157617137,0,8.92474542824074,Denied,Home improvement,New credit,5000.0
Application_1576455879,2,32.82205472222222,Cancelled,Car,New credit,6500.0
Application_1576631308,2,56.71363209490741,Cancelled,Car,New credit,12500.0
Application_1576819977,2,13.888769780092593,Cancelled,"Other, see explanation",New credit,11000.0
Application_1576982181,1,38.70821862268519,Pending,Existing loan takeover,New credit,12000.0
Application_1576985623,1,7.699901481481482,Pending,Car,New credit,25000.0
Application_1577074476,1,10.65844375,Pending,Home improvement,New credit,6000.0
Application_1577235925,1,15.347836921296297,Pending,Home improvement,New credit,15000.0
Application_1577258370,1,14.992039756944445,Pending,Existing loan takeover,New credit,25000.0
Application_1577276419,2,30.60841814814815,Cancelled,Existing loan takeover,New credit,37500.0
Application_1577285889,1,18.985396782407406,Pending,Existing loan takeover,New credit,6000.0
Application_1577301082,1,9.652768032407408,Pending,Home improvement,New credit,15000.0
Application_1577366036,1,29.403331608796293,Pending,"Other, see explanation",New credit,30000.0
Application_1577555565,1,57.253831909722216,Pending,Unknown,New credit,0.0
Application_1577601300,1,19.86661608796296,Pending,Existing loan takeover,New credit,25000.0
Application_1577651263,1,13.488949756944445,Pending,Tax payments,New credit,5000.0
Application_1577667494,1,43.03423717592593,Cancelled,Home improvement,New credit,6000.0
Application_1577698883,2,30.979230173611114,Cancelled,Car,New credit,8500.0
Application_157779704,1,7.677555567129629,Pending,Car,New credit,9250.0
Application_1577840586,1,12.866174317129628,Pending,Home improvement,New credit,15000.0
Application_1577978004,2,31.016344212962963,Cancelled,Home improvement,New credit,15000.0
Application_1578090032,1,27.905952962962964,Pending,Home improvement,New credit,15000.0
Application_1578240316,1,8.983579085648149,Pending,"Other, see explanation",Limit raise,23000.0
Application_1578331830,2,0.8648301273148149,Cancelled,Car,New credit,5000.0
Application_157851890,1,12.890153402777777,Pending,Car,New credit,5000.0
Application_1578519766,1,15.798348877314815,Pending,Car,New credit,5000.0
Application_1578564148,2,32.342333796296295,Cancelled,Car,New credit,25000.0
Application_157859682,1,18.00819909722222,Pending,Remaining debt home,New credit,0.0
Application_1578621751,1,7.602368506944444,Pending,Car,New credit,9000.0
Application_1578640551,1,15.434684016203704,Cancelled,Unknown,New credit,0.0
Application_1578712210,2,31.52853847222222,Cancelled,Home improvement,New credit,15000.0
Application_1578794672,1,20.786666203703703,Pending,Unknown,New credit,0.0
Application_1578832551,1,14.87617869212963,Pending,Existing loan takeover,New credit,23000.0
Application_1579079181,0,13.851146064814815,Denied,Car,New credit,15000.0
Application_1579115140,2,35.494945243055554,Cancelled,Not speficied,New credit,45000.0
Application_1579125914,1,6.05702525462963,Pending,Car,Limit raise,30000.0
Application_1579179340,1,19.04865513888889,Pending,Existing loan takeover,New credit,20000.0
Application_1579221526,1,16.554825439814817,Pending,"Other, see explanation",New credit,75000.0
Application_1579257458,1,13.746852812500002,Pending,Home improvement,New credit,50000.0
Application_1579395354,1,29.02838655092593,Pending,"Other, see explanation",New credit,16000.0
Application_1579405556,1,31.973304513888888,Pending,Home improvement,New credit,20000.0
Application_1579444231,1,27.068204675925926,Pending,Home improvement,New credit,15000.0
Application_1579461420,1,15.12136451388889,Pending,Remaining debt home,New credit,42500.0
Application_1579510520,0,11.808815532407408,Denied,Existing loan takeover,New credit,35000.0
Application_1579516377,1,16.64816853009259,Pending,Home improvement,New credit,50000.0
Application_1579543993,1,19.697510277777777,Pending,"Other, see explanation",New credit,75000.0
Application_1579588184,1,37.26386054398148,Pending,Home improvement,Limit raise,6200.0
Application_157964662,2,15.020782870370368,Cancelled,Car,Limit raise,46000.0
Application_1579703336,1,22.593841099537038,Pending,Car,New credit,25000.0
Application_1579770910,0,28.91358840277778,Denied,Home improvement,New credit,15000.0
Application_1579831116,0,4.876312847222223,Denied,Home improvement,New credit,10000.0
Application_1579838351,2,31.667064907407404,Cancelled,"Other, see explanation",New credit,5000.0
Application_157986780,0,12.190219687499999,Denied,"Other, see explanation",New credit,7000.0
Application_1579902110,1,17.957728796296294,Pending,Existing loan takeover,New credit,26500.0
Application_1579912928,0,12.749619074074074,Denied,Home improvement,New credit,0.0
Application_1580005445,1,17.75704079861111,Pending,Car,New credit,7500.0
Application_1580050868,1,9.06117505787037,Pending,Existing loan takeover,New credit,30000.0
Application_1580066848,1,15.633320868055556,Pending,Tax payments,New credit,9500.0
Application_1580098741,1,10.797414317129629,Pending,Existing loan takeover,New credit,11000.0
Application_1580146910,2,33.5030530787037,Cancelled,Home improvement,New credit,25000.0
Application_1580224389,2,30.578586608796297,Cancelled,Home improvement,New credit,21413.0
Application_1580298940,2,31.93277568287037,Cancelled,Car,New credit,7000.0
Application_1580331150,1,27.9224975462963,Pending,Unknown,New credit,0.0
Application_158033742,2,34.3528678125,Cancelled,"Other, see explanation",New credit,5000.0
Application_1580397915,2,34.647356817129634,Cancelled,"Other, see explanation",New credit,15000.0
Application_1580503830,1,1.9610433796296294,Pending,Unknown,New credit,0.0
Application_1580511205,1,7.866955,Pending,Unknown,New credit,0.0
Application_1580560695,1,20.80133008101852,Pending,Car,New credit,20000.0
Application_1580664920,1,32.87383190972222,Pending,Home improvement,Limit raise,24500.0
Application_1580674851,2,30.958097777777777,Cancelled,Not speficied,New credit,10000.0
Application_1580682783,2,30.651713472222223,Cancelled,Existing loan takeover,New credit,15000.0
Application_1580686522,2,5.821267337962963,Cancelled,Car,New credit,27000.0
Application_1581065763,1,20.695138888888888,Pending,Car,New credit,11000.0
Application_1581084985,1,6.9404367129629625,Pending,"Other, see explanation",New credit,15000.0
Application_1581096487,1,18.931889988425926,Pending,Existing loan takeover,New credit,13000.0
Application_1581140687,1,7.830700914351852,Pending,Car,New credit,7000.0
Application_158116531,0,45.799213252314814,Denied,Home improvement,New credit,25000.0
Application_1581286194,1,12.776430810185184,Pending,Motorcycle,New credit,6500.0
Application_1581333752,1,34.81168469907408,Pending,Remaining debt home,New credit,10000.0
Application_1581356559,1,35.649258402777775,Pending,Home improvement,New credit,20000.0
Application_1581390020,0,3.0892035069444446,Denied,Not speficied,New credit,5500.0
Application_158145312,1,10.940955949074075,Pending,Existing loan takeover,New credit,22900.0
Application_1581528480,2,30.602132986111112,Cancelled,Home improvement,New credit,12000.0
Application_1581623729,2,31.473107233796295,Cancelled,Home improvement,New credit,25000.0
Application_1581655140,0,9.149736747685186,Denied,Car,New credit,5000.0
Application_1581661274,1,14.17472767361111,Pending,Existing loan takeover,New credit,33000.0
Application_1581702148,2,36.51933520833333,Cancelled,Existing loan takeover,New credit,10000.0
Application_1581835262,1,14.712344537037037,Pending,Home improvement,New credit,12000.0
Application_1581842297,0,10.950155046296295,Denied,"Other, see explanation",New credit,5000.0
Application_1581849799,1,13.979034247685185,Pending,Home improvement,New credit,10000.0
Application_1581922106,1,29.45131841435185,Pending,Caravan / Camper,New credit,15000.0
Application_1581929001,2,30.632727141203702,Cancelled,Existing loan takeover,New credit,15000.0
Application_1582126646,1,11.753157314814816,Pending,Home improvement,New credit,5000.0
Application_1582160031,0,18.632875706018517,Denied,Existing loan takeover,New credit,23000.0
Application_1582198848,1,1.9904981944444444,Pending,Unknown,New credit,0.0
Application_158230798,1,28.642229293981483,Pending,Car,New credit,7000.0
Application_1582627846,1,17.722952962962964,Pending,Tax payments,New credit,10000.0
Application_1582681038,1,40.80621293981481,Pending,Existing loan takeover,New credit,34000.0
Application_1582681407,1,15.835738460648148,Pending,Car,New credit,20000.0
Application_1582743424,0,9.399958506944445,Denied,Car,New credit,10000.0
Application_1582759922,2,33.72164136574074,Cancelled,Remaining debt home,New credit,10000.0
Application_1582910332,2,30.547192754629627,Cancelled,Home improvement,New credit,5000.0
Application_158298641,2,40.84300329861111,Cancelled,Home improvement,New credit,5000.0
Application_1582989844,2,32.3663497337963,Cancelled,Car,New credit,10000.0
Application_1583027757,2,31.477928946759263,Cancelled,"Other, see explanation",New credit,20000.0
Application_1583111802,1,13.825330810185184,Pending,Home improvement,New credit,0.0
Application_158313942,2,30.67937190972222,Cancelled,Home improvement,New credit,0.0
Application_1583185519,2,30.847366261574074,Cancelled,Motorcycle,New credit,5000.0
Application_1583195260,0,10.080780300925925,Denied,Car,New credit,5000.0
Application_1583209065,1,9.957811157407408,Pending,Car,Limit raise,55000.0
Application_1583267403,1,46.80897248842593,Pending,"Other, see explanation",New credit,5000.0
Application_1583297793,2,32.48406871527778,Cancelled,Home improvement,New credit,15000.0
Application_1583309310,1,17.777036087962962,Pending,Car,New credit,34000.0
Application_1583345011,1,14.428926689814816,Pending,Extra spending limit,New credit,5600.0
Application_1583440896,2,0.00847900462962963,Cancelled,Not speficied,New credit,50000.0
Application_1583444574,1,13.631805300925924,Pending,Car,Limit raise,29800.0
Application_1583568442,0,22.131467118055557,Denied,Home improvement,New credit,15000.0
Application_1583597725,1,22.96220216435185,Pending,Car,New credit,7000.0
Application_1583662374,1,39.673350625,Pending,Home improvement,New credit,55000.0
Application_1583681139,1,11.141284849537037,Pending,Home improvement,Limit raise,27500.0
Application_1583772656,0,12.29074769675926,Denied,"Other, see explanation",New credit,5000.0
Application_1583874174,1,5.211195810185186,Pending,Remaining debt home,New credit,37500.0
Application_1583916667,1,14.863661689814816,Pending,Existing loan takeover,New credit,15000.0
Application_1583920195,1,17.890262511574075,Pending,Home improvement,Limit raise,30000.0
Application_1584022467,1,13.917682604166666,Pending,Car,New credit,15000.0
Application_1584063031,1,63.89323849537037,Pending,Remaining debt home,New credit,60000.0
Application_1584186902,2,32.6325747337963,Cancelled,Home improvement,New credit,5000.0
Application_1584210194,1,12.709059050925926,Pending,Car,New credit,5000.0
Application_1584263540,1,23.66934486111111,Pending,Remaining debt home,New credit,18000.0
Application_1584306755,0,15.723314884259258,Denied,Home improvement,New credit,7000.0
Application_158442522,1,31.693102986111114,Pending,Existing loan takeover,New credit,30000.0
Application_1584430954,2,30.776944687500002,Cancelled,Extra spending limit,New credit,5000.0
Application_1584479496,1,38.103448738425925,Pending,Not speficied,New credit,35000.0
Application_1584544254,0,7.035827291666667,Denied,Car,New credit,5500.0
Application_1584556673,1,16.63630290509259,Pending,Existing loan takeover,New credit,18000.0
Application_158464854,1,22.899181053240742,Pending,Car,New credit,5000.0
Application_1584764827,1,13.696451469907407,Pending,Unknown,New credit,0.0
Application_1584890418,1,12.723691412037038,Pending,Car,New credit,15000.0
Application_1584906737,1,20.888740474537038,Pending,Unknown,New credit,0.0
Application_1584953437,1,35.84629474537037,Pending,Home improvement,New credit,10000.0
Application_1585076082,1,15.143383125,Pending,Not speficied,New credit,15000.0
Application_1585099278,2,37.29474212962963,Cancelled,Home improvement,New credit,5000.0
Application_1585141886,1,8.880160578703704,Pending,Unknown,Limit raise,0.0
Application_1585186665,0,8.760295497685185,Denied,Home improvement,New credit,10000.0
Application_158521766,0,38.6170989699074,Denied,Not speficied,New credit,35000.0
Application_1585243864,1,6.790721666666666,Pending,Not speficied,New credit,5000.0
Application_158534171,2,0.2555810300925926,Cancelled,Car,New credit,7000.0
Application_1585386179,1,16.198856203703702,Pending,"Other, see explanation",Limit raise,0.0
Application_1585429645,1,35.86418405092592,Cancelled,Car,New credit,6000.0
Application_1585601222,2,30.845832939814816,Cancelled,Home improvement,New credit,35000.0
Application_1585642412,2,30.484824328703706,Cancelled,Home improvement,New credit,5000.0
Application_1585699297,0,12.558317002314814,Denied,Car,Limit raise,20000.0
Application_1585721321,2,31.81063554398148,Cancelled,"Other, see explanation",New credit,15000.0
Application_1585935767,1,9.864955138888888,Pending,Car,New credit,10000.0
Application_1586014327,1,27.880570636574074,Pending,Home improvement,New credit,23000.0
Application_1586036107,2,2.093523449074074,Cancelled,Existing loan takeover,New credit,38500.0
Application_1586046404,1,11.021300972222223,Pending,Home improvement,New credit,5000.0
Application_1586380636,1,12.499869363425926,Pending,Existing loan takeover,New credit,10000.0
Application_1586446217,1,35.469746944444445,Pending,Car,New credit,10000.0
Application_1586969654,2,32.50076387731481,Cancelled,Existing loan takeover,New credit,7000.0
Application_1586978407,1,3.967829814814815,Pending,Home improvement,New credit,25000.0
Application_1586981976,1,9.063586712962962,Pending,Existing loan takeover,New credit,13500.0
Application_1587099173,1,14.966495983796296,Pending,Car,Limit raise,40000.0
Application_1587125694,1,7.715749548611112,Pending,Home improvement,New credit,6000.0
Application_1587233128,1,7.160614189814814,Pending,Home improvement,Limit raise,55000.0
Application_1587264179,2,33.46381973379629,Cancelled,Car,New credit,17500.0
Application_1587285313,2,41.81687474537037,Cancelled,Home improvement,New credit,30000.0
Application_1587438247,1,14.707644780092593,Pending,"Other, see explanation",Limit raise,8000.0
Application_1587546099,1,39.18381043981481,Pending,Car,New credit,12500.0
Application_1587552090,2,32.83919149305556,Cancelled,Car,New credit,15938.0
Application_1587744403,1,11.747141689814814,Pending,Home improvement,New credit,10000.0
Application_1587762082,1,13.171593229166668,Pending,Existing loan takeover,New credit,20000.0
Application_158781349,0,42.63105324074074,Denied,Home improvement,New credit,15000.0
Application_1587902709,1,9.075122662037037,Pending,Home improvement,New credit,25000.0
Application_1587940519,1,9.76225525462963,Pending,Not speficied,Limit raise,25000.0
Application_1588008492,1,21.509068518518518,Pending,Car,New credit,12500.0
Application_1588082560,1,32.74660327546297,Pending,Existing loan takeover,New credit,27500.0
Application_1588116542,2,47.49734260416667,Cancelled,Car,New credit,14000.0
Application_1588135822,1,47.07562185185186,Pending,Unknown,New credit,0.0
Application_1588316921,1,19.446073680555557,Pending,Existing loan takeover,New credit,56000.0
Application_1588321376,1,8.847773449074074,Pending,Home improvement,New credit,10000.0
Application_1588335408,1,10.86637872685185,Pending,Home improvement,New credit,7000.0
Application_1588338664,1,10.590966527777779,Pending,Car,New credit,14000.0
Application_1588453219,1,30.31750327546296,Cancelled,Home improvement,Limit raise,42500.0
Application_1588476660,0,27.86914465277778,Denied,Car,New credit,17500.0
Application_1588502303,1,37.88400122685185,Cancelled,Home improvement,New credit,25000.0
Application_1588507950,1,16.924467083333333,Pending,Existing loan takeover,New credit,6500.0
Application_1588619628,2,56.8782187962963,Cancelled,Home improvement,New credit,24000.0
Application_158863654,1,7.950440254629629,Cancelled,"Other, see explanation",New credit,75000.0
Application_1588847225,1,35.00166606481481,Pending,Existing loan takeover,New credit,18000.0
Application_1589000981,2,1.211636226851852,Cancelled,Car,New credit,5000.0
Application_158907794,1,7.270989652777779,Pending,Home improvement,Limit raise,30000.0
Application_1589109398,2,32.550934814814816,Cancelled,"Other, see explanation",New credit,10250.0
Application_1589119859,2,31.957916400462963,Cancelled,Remaining debt home,New credit,30000.0
Application_1589247607,1,18.248681203703704,Pending,Existing loan takeover,New credit,11000.0
Application_1589286873,1,23.504986111111112,Pending,Existing loan takeover,New credit,24000.0
Application_1589359791,2,32.92568123842593,Cancelled,Home improvement,New credit,40000.0
Application_1589439533,2,36.65779290509259,Cancelled,Existing loan takeover,New credit,20000.0
Application_15895190,1,15.633891944444445,Pending,Not speficied,New credit,5000.0
Application_1589590132,0,10.988779606481481,Denied,Existing loan takeover,New credit,10000.0
Application_1589624760,0,6.914224386574074,Denied,"Other, see explanation",New credit,17000.0
Application_1589661239,2,7.0250332291666675,Cancelled,Remaining debt home,New credit,45000.0
Application_1589730904,2,33.69302309027778,Cancelled,Remaining debt home,New credit,30000.0
Application_1589739639,0,5.9102202777777775,Denied,Existing loan takeover,New credit,0.0
Application_1589761842,1,15.68213866898148,Pending,Existing loan takeover,New credit,25000.0
Application_1589800058,2,8.057833206018518,Cancelled,Remaining debt home,New credit,17500.0
Application_1589882995,1,10.854616550925925,Pending,Remaining debt home,New credit,20000.0
Application_1589946896,1,10.968297060185186,Pending,Motorcycle,New credit,6500.0
Application_1589974568,1,51.163567210648154,Cancelled,Home improvement,New credit,25000.0
Application_1590046911,1,16.114602071759258,Pending,Home improvement,New credit,10000.0
Application_1590083525,2,5.940143425925926,Cancelled,Car,New credit,7000.0
Application_1590166055,1,9.134703368055556,Pending,Car,New credit,7500.0
Application_1590235235,2,31.405086666666666,Cancelled,"Other, see explanation",New credit,40000.0
Application_1590274915,1,20.00955429398148,Pending,Unknown,New credit,0.0
Application_1590317013,2,39.36498041666667,Cancelled,Existing loan takeover,New credit,38000.0
Application_1590359938,1,27.72984363425926,Pending,Caravan / Camper,New credit,10000.0
Application_1590439755,1,33.39400494212963,Cancelled,Extra spending limit,Limit raise,7500.0
Application_1590453625,0,7.633032037037037,Denied,Home improvement,New credit,5000.0
Application_1590553052,1,12.96665798611111,Pending,Unknown,Limit raise,0.0
Application_1590611073,2,31.579786747685187,Cancelled,"Other, see explanation",New credit,5000.0
Application_1590744995,2,31.571046111111112,Cancelled,"Other, see explanation",New credit,5000.0
Application_159075089,1,33.59472481481481,Pending,Existing loan takeover,New credit,30000.0
Application_1590764969,1,25.872280092592593,Pending,Not speficied,New credit,25000.0
Application_1590791050,2,29.576777060185186,Cancelled,Home improvement,New credit,20000.0
Application_159085619,1,21.498275324074072,Pending,Unknown,New credit,0.0
Application_1590922232,1,37.008627349537036,Cancelled,Home improvement,Limit raise,10000.0
Application_159115592,1,10.811304409722222,Pending,Home improvement,New credit,10000.0
Application_1591164230,1,14.800058900462963,Pending,Home improvement,Limit raise,15000.0
Application_1591194403,1,26.567929085648146,Pending,Home improvement,New credit,10000.0
Application_1591209374,1,11.211571284722222,Pending,Car,New credit,5000.0
Application_1591371681,1,8.686969479166667,Pending,Existing loan takeover,New credit,16000.0
Application_1591380725,2,31.82227659722222,Cancelled,"Other, see explanation",New credit,15000.0
Application_1591405559,1,17.74337517361111,Pending,Existing loan takeover,New credit,5000.0
Application_1591415690,1,18.686487233796296,Pending,Home improvement,New credit,6000.0
Application_1591623907,1,17.91368590277778,Pending,Unknown,New credit,0.0
Application_1591668010,2,31.55940568287037,Cancelled,Home improvement,New credit,10000.0
Application_1591765651,2,30.992020115740743,Cancelled,"Other, see explanation",New credit,18000.0
Application_1591827409,1,29.288527719907407,Pending,Car,New credit,7000.0
Application_1591842500,1,8.76422295138889,Pending,Car,New credit,7000.0
Application_1591863785,2,30.964363206018522,Cancelled,Remaining debt home,New credit,45000.0
Application_1591892358,0,13.11466523148148,Denied,Tax payments,New credit,13000.0
Application_1591900552,2,58.83333087962963,Cancelled,"Other, see explanation",New credit,15000.0
Application_1591913897,2,31.480414930555558,Cancelled,Car,New credit,20000.0
Application_1592036910,1,29.975840543981484,Pending,Existing loan takeover,New credit,17500.0
Application_1592255203,1,27.888496817129628,Pending,Home improvement,New credit,5000.0
Application_1592376567,2,9.70833255787037,Cancelled,Not speficied,New credit,5000.0
Application_1592408197,1,12.671645162037038,Pending,Car,Limit raise,30000.0
Application_1592449231,1,16.0544025,Pending,Car,New credit,11000.0
Application_1592579197,1,14.769250682870371,Pending,"Other, see explanation",Limit raise,12000.0
Application_1592601982,0,15.97113880787037,Denied,Existing loan takeover,New credit,6300.0
Application_159263293,2,31.772392557870372,Cancelled,Existing loan takeover,New credit,23500.0
Application_1592706393,2,31.668548206018517,Cancelled,Car,New credit,30000.0
